0,50.7796274097,-1.08178855062
1,50.7827750309,-1.08846188664
2,50.783358403,-1.09032870412
3,50.7853119679,-1.0927319634
4,50.7855018935,-1.09400869489
5,50.7837857523,-1.08545781255
10,50.7846675718,-1.08386994481
6,50.7824562082,-1.08164907575
7,50.7867092594,-1.06242300153
8,50.7860241848,-1.06873155713
9,50.7884456412,-1.0827970612
11,50.7876995476,-1.09334350705
12,50.7885948585,-1.09715224385
13,50.7900191815,-1.10301018834
14,50.7906024631,-1.10301018834
15,50.7919114291,-1.10051036954
16,50.7915112828,-1.10113264203
17,50.792874486,-1.09989883661
18,50.7942037337,-1.10243084192
19,50.7961297195,-1.10343935251
20,50.7967536134,-1.10449077845
21,50.7996017187,-1.10543491602
22,50.7997373385,-1.10455515146
23,50.7996695286,-1.10191585779
24,50.7999000816,-1.09985592127
25,50.7997915862,-1.09865429163
26,50.7945699484,-1.09586479425
27,50.7925896422,-1.09597208261
28,50.7940002799,-1.09558584452
29,50.7935933695,-1.09131576777
30,50.7928337941,-1.09118702173
31,50.7923047968,-1.09161617517
32,50.7913281706,-1.09193804026
33,50.7954651277,-1.08820440531
34,50.7947327095,-1.08262541056
35,50.7951531733,-1.08101608515
36,50.7954380013,-1.07771160364
37,50.7926845903,-1.08069422007
38,50.7917757935,-1.0812092042
39,50.7905007352,-1.0825181222
40,50.7894765874,-1.08246446729
41,50.7889814647,-1.08155251622
42,50.788947552,-1.0799110043
43,50.7895986716,-1.0788381207
44,50.7901209172,-1.07800127149
45,50.7953294888,-1.07226134419
46,50.7944749973,-1.06665016294
47,50.791694401,-1.05612517476
48,50.7908805367,-1.05492354512
49,50.7973028976,-1.05989099622
50,50.7977369007,-1.05957985997
51,50.7997712366,-1.05307818532
52,50.8014257644,-1.05467678189
53,50.8047075234,-1.04969860196
54,50.8046092062,-1.06432200015
55,50.8073822543,-1.06331348956
56,50.8094466885,-1.0638928628
57,50.8097178704,-1.06462242365
58,50.8092026234,-1.06584551096
59,50.8095416023,-1.06730463266
60,50.8093517744,-1.07022287607
61,50.8085856686,-1.07377411008
62,50.8079619327,-1.07681037068
63,50.8075619238,-1.07710004926
64,50.8055821682,-1.07662798047
65,50.8064839166,-1.07696057439
66,50.8028293548,-1.07730389714
67,50.8048024469,-1.07689620137
68,50.8014054222,-1.07747555852
69,50.8000356937,-1.07704640508
70,50.7983268672,-1.07698203206
71,50.7976555254,-1.07670308232
72,50.795797418,-1.0801470387
73,50.7971537081,-1.07971788526
74,50.7998119224,-1.07891322255
75,50.7996423979,-1.08247519612
76,50.7999407605,-1.08194948316
77,50.8012087805,-1.08112336278
78,50.8017241157,-1.08174563527
79,50.8030734532,-1.08214260221
80,50.8042464637,-1.0819923985
81,50.8042464637,-1.08414889455
82,50.8047482049,-1.08509303212
83,50.8033650135,-1.0843420136
84,50.8055550477,-1.07761503339
85,50.8053313027,-1.07932091832
87,50.803724376,-1.08708859563
88,50.8002933685,-1.09369755864
86,50.8037243828,-1.08760359049
89,50.8000153509,-1.09107972264
90,50.7993508144,-1.09116555333
91,50.7993440334,-1.092495929
92,50.7960415531,-1.09437347531
93,50.8064093366,-1.08713151097
94,50.8059143933,-1.08520032048
95,50.8076839608,-1.08262539983
96,50.8073856476,-1.07851625562
97,50.8084432949,-1.08272195935
98,50.8106737674,-1.08203531384
99,50.8112703499,-1.0796427834
100,50.8120906451,-1.08230354548
101,50.8132566502,-1.08208896875
102,50.8128227913,-1.0800504899
103,50.8132566502,-1.08071567774
104,50.8135142521,-1.08000757456
105,50.8138396419,-1.07807638407
106,50.8140972405,-1.07063057184
107,50.811812691,-1.07973934293
108,50.8119347168,-1.07776523709
109,50.8169171681,-1.0751795876
110,50.8169646174,-1.07943893552
111,50.8139616625,-1.06530906916
112,50.8142463759,-1.06451513529
113,50.8170663012,-1.06402160883
114,50.8173103252,-1.06427910089
115,50.8198725002,-1.06466533899
116,50.8221092046,-1.06490137339
117,50.8173916663,-1.07929947138
118,50.8175814615,-1.08017923594
119,50.8192353587,-1.08086588144
120,50.8220956492,-1.07556583643
121,50.8170256304,-1.08322622538
123,50.8183406347,-1.08350517511
122,50.8146937793,-1.0847497201
124,50.815791933,-1.08494283915
125,50.8077585388,-1.08687401891
126,50.8121448718,-1.08511448979
127,50.815758033,-1.08810783505
128,50.821743199,-1.09201313138
129,50.8348224949,-1.05498792887
130,50.8373972599,-1.06934311152
131,50.8341177976,-1.07213260889
132,50.8321391675,-1.07384922266
133,50.8307703401,-1.07417108774
135,50.8249964283,-1.07880594492
134,50.826921145,-1.07653143167
136,50.8230716324,-1.08230354548
137,50.8425328076,-1.07015849233
